airport
JUZ
JXA
JZH
KAW
KAZ
KBL
KBR
KBV
KCA
KCH
KCM
KCT
KCZ
KDH
KDI
KDM
KDO
KDU
KEP
KER
KFS
KGF
KHD
KHG
KHH
KHI
KHN
KHS
KIH
KIJ
KIX
KKC
KKJ
KLO
KMG
KMI
KMJ
KMQ
KNG
KNH
KNU
KOE
KOJ
KOP
KOS
KOV
KOW
KPO
KRL
KRY
KSH
KSN
KSQ
KSY
KTE
KTM
KUA
KUD
KUH
KUL
KUU
KUV
KVD
KWE
KWI
KWJ
KWL
KYA
KYP
KZO
KZR
LAO
LBD
LBJ
LBU
LCX
LDS
LDU
LGK
LGL
LGP
LHE
LHW
LJG
LKH
LKO
LLF
LMN
LOE
LOP
LPQ
LPT
LRR
LTI
LUH
LUM
LUV
LUW
LWY
LXA
LXG
LYA
LYG
LYI
LYP
LZH
LZO
LZY
MAA
MAQ
MBE
MBT
MCT
MDC
MDG
MDL
MED
MFM
MGZ
MHD
MIG
MJD
MKM
MKQ
MKW
MLE
MLG
MLX
MMB
MMJ
MMY
MNA
MNL
MOF
MPH
MQM
MRX
MSJ
MSR
MUR
MUX
MWX
MXV
MXZ
MYJ
MYQ
MYT
MYY
MZG
MZH
MZR
MZV
NAG
NAH
NAO
NAV
NAW
NAY
NBX
NCU
NDG
NGB
NGO
NGQ
NGS
NJF
NKG
NKM
NLT
NMA
NNG
NNT
NNY
NRT
NSH
NST
NTQ
NTX
NVI
NYT
NYU
OBO
ODN
ODY
OHE
OIM
OIT
OKA
OKJ
OMH
ONJ
OSS
OZC
PAG
PAT
PBH
PBU
PDG
PEK
PEN
PEW
PFQ
PGK
PGU
PHS
PJG
PKR
PKU
PKY
PKZ
PLM
PLW
PLX
PNH
PNK
PNQ
PPK
PPS
PQC
PRH
PSJ
PUS
PVG
PWQ
PXU
PYY
PZH
RAE
RAH
RAJ
RAS
RDN
REP
RGN
RIY
RLK
RMQ
ROI
ROP
RPR
RSU
RUH
RXS
RYK
RZR
SAH
SAW
SBW
SCO
SCT
SDG
SDJ
SDK
SDV
SGN
SHA
SHB
SHE
SHJ
SHL
SHM
SHP
SHW
SIN
SJI
SJW
SKD
SKT
SKZ
SLL
SNO
SNW
SOC
SOQ
SPD
SPN
SRG
SRY
STV
SUB
SUG
SWA
SXR
SYM
SYO
SYX
SYZ
SZB
SZX
TAC
TAE
TAG
TAI
TAK
TAO
TAS
TBB
TBS
TBZ
TCG
TCZ
TDX
TEN
TEQ
TGG
TGO
THL
THR
THS
TIF
TIM
TJQ
TKG
TKS
TLV
TMC
TMI
TMJ
TNA
TNJ
TNN
TOY
TPE
TRK
TRR
TRV
TRZ
TSA
TSE
TSJ
TSN
TST
TTE
TTJ
TTT
TUG
TUI
TUK
TUU
TVY
TWU
TXN
TYN
TZX
UBJ
UBP
UDR
UEO
UET
UGC
UIH
UKB
UKK
ULG
ULN
ULO
UNN
UPG
URA
URC
URT
URY
USM
USN
USU
UTH
UTP
UYN
VAN
VAS
VCA
VCL
VCS
VGA
VII
VKG
VNS
VRC
VTE
VTZ
WEF
WGP
WJU
WKJ
WNP
WNZ
WUA
WUH
WUS
WUX
WUZ
WXN
XBJ
XFN
XIC
XIL
XIY
XKH
XMN
XNN
XSB
XUZ
YBP
YCU
YES
YGJ
YIC
YIE
YIH
YIN
YIW
YNB
YNJ
YNT
YNY
YNZ
YTY
YUS
ZAH
ZAM
ZAT
ZBR
ZHA
ZHY
ZUH
ZVK
ZYI
ZYL
