airport
AAN
AAY
ABD
ABT
ACX
ACZ
ADA
ADB
ADE
ADF
ADU
AFZ
AGR
AGX
AHB
AJF
AJI
AJL
AKJ
AKU
AKX
AKY
ALA
AMD
AMM
AMQ
AOG
AOJ
AOR
AQG
AQI
AQJ
ASB
ASJ
ASR
ATQ
AUH
AVA
AWZ
AXK
AXT
AYT
AZD
AZI
AZN
BAH
BAL
BAV
BBI
BBN
BCD
BDH
BDJ
BDO
BDP
BDQ
BEJ
BEY
BFJ
BFV
BGW
BHH
BHJ
BHK
BHO
BHR
BHU
BHV
BHY
BIK
BIR
BJB
BJV
BKI
BKK
BKM
BKS
BLR
BMU
BMV
BND
BOM
BPL
BPN
BPX
BSO
BSR
BTH
BTJ
BTU
BUS
BUW
BUZ
BWA
BWN
BXB
BXR
BXU
BYN
BZL
CAH
CAN
CBO
CCJ
CCU
CEB
CEI
CGD
CGK
CGM
CGO
CGP
CGQ
CGY
CHG
CIF
CIH
CIT
CJB
CJJ
CJL
CJM
CJU
CKG
CKZ
CMB
CNX
COK
COQ
CRK
CRM
CSX
CTS
CTU
CXB
CXR
CYP
CYZ
CZX
DAC
DAD
DAT
DAX
DEA
DED
DEL
DGT
DHI
DHM
DIB
DIG
DIL
DIN
DIY
DJB
DJJ
DLC
DLI
DLM
DLU
DMB
DMK
DMM
DMU
DNH
DNZ
DPL
DPS
DRV
DSK
DSN
DVO
DWC
DWD
DXB
DYG
DYU
DZN
EAM
EBL
EDO
EJH
ELQ
ENE
ENH
ENY
ERC
ERL
ERZ
ESB
ETH
EVN
EZS
FEG
FJR
FKQ
FKS
FNJ
FOC
FRU
FUG
FUJ
FUK
GAJ
GAN
GAU
GBT
GES
GIL
GIU
GIZ
GKK
GMP
GNY
GOI
GOP
GOQ
GTO
GUW
GWD
GWL
GXF
GXH
GYD
GYS
GZP
GZT
HAC
HAK
HAN
HAQ
HAS
HBX
HDG
HDM
HDY
HEA
HEH
HEK
HET
HFA
HFE
HGH
HGN
HIJ
HIN
HJJ
HKD
HKG
HKT
HLD
HLH
HMI
HNA
HND
HOD
HOF
HPH
HRB
HRI
HSG
HSN
HTN
HTY
HUI
HUN
HVD
HYN
HZH
IAO
IBR
ICN
IDR
IFN
IIL
IKA
IKI
ILO
IMF
INC
IPH
IQN
ISB
ISE
ISG
IST
ISU
ITM
IWJ
IXA
IXB
IXC
IXD
IXE
IXG
IXJ
IXL
IXM
IXR
IXS
IXU
IXZ
IZO
JAI
JDH
JDZ
JED
JGA
JGN
JHB
JHG
JIU
JJN
JLR
JMU
JNG
JNZ
JOG
JOL
JSR
