Timestamp,Tweets
2016-07-20 07:00:00,3125
2016-07-20 08:00:00,4172
2016-07-20 09:00:00,4056
2016-07-20 10:00:00,5127
2016-07-20 11:00:00,3588
2016-07-20 12:00:00,3889
2016-07-20 13:00:00,3908
2016-07-20 14:00:00,3553
2016-07-20 15:00:00,2973
2016-07-20 16:00:00,3598
2016-07-20 17:00:00,3400
2016-07-20 18:00:00,3279
2016-07-20 19:00:00,4059
2016-07-20 20:00:00,6194
2016-07-20 21:00:00,4137
2016-07-20 22:00:00,2830
2016-07-20 23:00:00,2471
2016-07-21 00:00:00,2716
2016-07-21 01:00:00,2721
2016-07-21 02:00:00,2337
2016-07-21 03:00:00,2480
2016-07-21 04:00:00,2724
2016-07-21 05:00:00,3710
2016-07-21 06:00:00,4076
2016-07-21 07:00:00,1668
2016-07-21 10:00:00,2811
2016-07-21 11:00:00,4637
2016-07-21 12:00:00,3978
2016-07-21 13:00:00,4542
2016-07-21 14:00:00,4740
2016-07-21 15:00:00,4242
2016-07-21 16:00:00,4390
2016-07-21 17:00:00,3995
2016-07-21 18:00:00,4805
2016-07-21 19:00:00,4169
2016-07-21 20:00:00,3687
2016-07-21 21:00:00,3483
2016-07-21 22:00:00,2941
2016-07-21 23:00:00,2658
2016-07-22 00:00:00,2334
2016-07-22 01:00:00,2073
2016-07-22 02:00:00,2029
2016-07-22 03:00:00,2167
2016-07-22 04:00:00,3052
2016-07-22 05:00:00,3682
2016-07-22 06:00:00,4213
2016-07-22 07:00:00,5001
2016-07-22 08:00:00,5956
2016-07-22 09:00:00,5347
2016-07-22 10:00:00,5744
2016-07-22 11:00:00,5429
2016-07-22 12:00:00,6886
2016-07-22 13:00:00,5411
2016-07-22 14:00:00,4576
2016-07-22 15:00:00,4747
2016-07-22 16:00:00,4783
2016-07-22 17:00:00,3636
2016-07-22 18:00:00,3651
2016-07-22 19:00:00,4166
2016-07-22 20:00:00,4190
2016-07-22 21:00:00,3345
2016-07-22 22:00:00,3124
2016-07-22 23:00:00,2346
2016-07-23 00:00:00,1990
2016-07-23 01:00:00,1537
2016-07-23 02:00:00,1656
2016-07-23 03:00:00,2354
2016-07-23 04:00:00,2444
2016-07-23 05:00:00,2544
2016-07-23 06:00:00,3033
2016-07-23 07:00:00,3524
2016-07-23 08:00:00,4109
2016-07-23 09:00:00,4302
2016-07-23 10:00:00,4092
2016-07-23 11:00:00,4184
2016-07-23 12:00:00,3940
2016-07-23 13:00:00,3846
2016-07-23 14:00:00,5727
2016-07-23 15:00:00,9695
2016-07-23 16:00:00,7902
2016-07-23 17:00:00,6048
2016-07-23 18:00:00,6333
2016-07-23 19:00:00,4473
2016-07-23 20:00:00,3395
2016-07-23 21:00:00,3314
2016-07-23 22:00:00,3924
2016-07-23 23:00:00,2540
2016-07-24 00:00:00,1932
2016-07-24 01:00:00,1815
2016-07-24 02:00:00,1668
2016-07-24 03:00:00,2183
2016-07-24 04:00:00,2248
2016-07-24 05:00:00,2117
2016-07-24 06:00:00,2952
2016-07-24 07:00:00,3391
2016-07-24 08:00:00,4708
2016-07-24 09:00:00,4929
2016-07-24 10:00:00,5576
2016-07-24 11:00:00,5222
2016-07-24 12:00:00,4672
2016-07-24 13:00:00,4395
2016-07-24 14:00:00,4339
2016-07-24 15:00:00,4067
2016-07-24 16:00:00,3935
2016-07-24 17:00:00,3417
2016-07-24 18:00:00,3749
2016-07-24 19:00:00,4066
2016-07-24 20:00:00,3071
2016-07-24 21:00:00,2595
2016-07-24 22:00:00,2521
2016-07-24 23:00:00,2139
2016-07-25 00:00:00,1765
2016-07-25 01:00:00,1530
2016-07-25 02:00:00,1544
2016-07-25 03:00:00,1852
2016-07-25 04:00:00,2316
2016-07-25 05:00:00,2493
2016-07-25 06:00:00,2892
2016-07-25 07:00:00,2608
2016-07-25 08:00:00,2812
2016-07-25 09:00:00,3380
2016-07-25 10:00:00,3306
2016-07-25 11:00:00,3430
2016-07-25 12:00:00,3292
2016-07-25 13:00:00,3407
2016-07-25 14:00:00,3186
2016-07-25 15:00:00,2967
2016-07-25 16:00:00,3007
2016-07-25 17:00:00,2726
2016-07-25 18:00:00,2337
2016-07-25 19:00:00,2243
2016-07-25 20:00:00,2096
2016-07-25 21:00:00,1857
2016-07-25 22:00:00,1649
2016-07-25 23:00:00,1446
2016-07-26 00:00:00,1182
2016-07-26 01:00:00,1256
2016-07-26 02:00:00,1155
2016-07-26 03:00:00,1107
2016-07-26 04:00:00,716
